source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_219,vk,VK wall places discovery candidate 039,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_220,vk,VK wall russia_travel discovery candidate 040,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_221,vk,VK wall nature discovery candidate 041,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_222,vk,VK wall outdoor discovery candidate 042,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_223,vk,VK wall architecture discovery candidate 043,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_224,vk,VK wall history discovery candidate 044,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_225,vk,VK wall route discovery candidate 045,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_226,vk,VK wall local_media discovery candidate 046,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_227,vk,VK wall tourism discovery candidate 047,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_228,vk,VK wall coast discovery candidate 048,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_229,vk,VK wall travel discovery candidate 049,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_230,vk,VK wall photo discovery candidate 050,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_231,vk,VK wall places discovery candidate 051,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_232,vk,VK wall russia_travel discovery candidate 052,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_233,vk,VK wall nature discovery candidate 053,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_234,vk,VK wall outdoor discovery candidate 054,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_235,vk,VK wall architecture discovery candidate 055,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_236,vk,VK wall history discovery candidate 056,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_237,vk,VK wall route discovery candidate 057,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_238,vk,VK wall local_media discovery candidate 058,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_239,vk,VK wall tourism discovery candidate 059,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_240,vk,VK wall coast discovery candidate 060,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_241,vk,VK wall travel discovery candidate 061,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_242,vk,VK wall photo discovery candidate 062,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_243,vk,VK wall places discovery candidate 063,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_244,vk,VK wall russia_travel discovery candidate 064,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_245,vk,VK wall nature discovery candidate 065,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_246,vk,VK wall outdoor discovery candidate 066,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
